name,country,kind,no_beers,no_ratings,rating,link,date_brewery
Tannzapfenbräu,Switzerland,Nano Brewery,8 Beers,26 Ratings,(0),https://untappd.com/brewery/112833,01/04/2020 10:21:22
Üdiker Braufründe,Switzerland,Nano Brewery,7 Beers,26 Ratings,(3.525),https://untappd.com/brewery/452092,01/04/2020 10:21:22
DOGZILLA,Switzerland,Nano Brewery,5 Beers,25 Ratings,(3.768),https://untappd.com/brewery/450489,01/04/2020 10:21:22
Kwär,Switzerland,Nano Brewery,6 Beers,25 Ratings,(0),https://untappd.com/brewery/437475,01/04/2020 10:21:23
Urban Food Culture,Switzerland,Bar / Restaurant / Store,3 Beers,25 Ratings,(3.117),https://untappd.com/brewery/437260,01/04/2020 10:21:23
Bäramsle-Bier,Switzerland,Nano Brewery,11 Beers,25 Ratings,(0),https://untappd.com/brewery/414741,01/04/2020 10:21:24
St. Salvatore,Switzerland,Nano Brewery,5 Beers,25 Ratings,(0),https://untappd.com/brewery/412504,01/04/2020 10:21:24
Damijo,Switzerland,Nano Brewery,7 Beers,25 Ratings,(0),https://untappd.com/brewery/392448,01/04/2020 10:21:24
Brasserie d'Ouchy,Switzerland,Nano Brewery,3 Beers,25 Ratings,(0),https://untappd.com/brewery/380262,01/04/2020 10:21:25
Rotmoosbräu,Switzerland,Nano Brewery,9 Beers,25 Ratings,(0),https://untappd.com/brewery/360879,01/04/2020 10:21:25
Aurum,Switzerland,Nano Brewery,1 Beer,24 Ratings,(3.115),https://untappd.com/brewery/434864,01/04/2020 10:21:25
NawaK,Switzerland,Nano Brewery,4 Beers,24 Ratings,(4.147),https://untappd.com/brewery/393673,01/04/2020 10:21:26
La Brasserie Des Cinq Communes,Switzerland,Nano Brewery,3 Beers,24 Ratings,(3),https://untappd.com/brewery/380884,01/04/2020 10:21:26
Schlossbrauerei Rued,Switzerland,Nano Brewery,2 Beers,24 Ratings,(3.603),https://untappd.com/brewery/368177,01/04/2020 10:21:26
Hans Im Glück,Switzerland,Nano Brewery,3 Beers,24 Ratings,(2.903),https://untappd.com/brewery/365682,01/04/2020 10:21:27
Brasserie Montheysanne,Switzerland,Nano Brewery,4 Beers,24 Ratings,(0),https://untappd.com/brewery/252821,01/04/2020 10:21:27
Brauerei Seetal,Switzerland,Nano Brewery,7 Beers,24 Ratings,(0),https://untappd.com/brewery/226953,01/04/2020 10:21:27
Budken,Switzerland,Nano Brewery,2 Beers,24 Ratings,(2.88),https://untappd.com/brewery/218259,01/04/2020 10:21:28
Brisenbräu,Switzerland,Nano Brewery,5 Beers,24 Ratings,(3.844),https://untappd.com/brewery/170391,01/04/2020 10:21:28
La Caribout'eille,Switzerland,Bar / Restaurant / Store,1 Beer,24 Ratings,(3.115),https://untappd.com/brewery/151058,01/04/2020 10:21:29
Wolf Eigenbrau,Switzerland,Bar / Restaurant / Store,1 Beer,23 Ratings,(3.63),https://untappd.com/brewery/435760,01/04/2020 10:21:29
Centurio Bier,Switzerland,Nano Brewery,6 Beers,23 Ratings,(0),https://untappd.com/brewery/415653,01/04/2020 10:21:30
Presserie Tüebberg,Switzerland,Nano Brewery,3 Beers,23 Ratings,(3.229),https://untappd.com/brewery/414879,01/04/2020 10:21:30
Brauerei Saubanner,Switzerland,Nano Brewery,18 Beers,23 Ratings,(0),https://untappd.com/brewery/413489,01/04/2020 10:21:31
Les 3 Mousses,Switzerland,Nano Brewery,9 Beers,23 Ratings,(0),https://untappd.com/brewery/406476,01/04/2020 10:21:31
Heerbrugger Bier,Switzerland,Nano Brewery,9 Beers,23 Ratings,(0),https://untappd.com/brewery/400706,01/04/2020 10:21:32
Littoral Neuchâtelois,Switzerland,Nano Brewery,6 Beers,23 Ratings,(0),https://untappd.com/brewery/351110,01/04/2020 10:21:32
Aroda,Switzerland,Nano Brewery,9 Beers,23 Ratings,(3.05),https://untappd.com/brewery/281357,01/04/2020 10:21:33
Brasserie du Griffon,Switzerland,Contract Brewery,3 Beers,23 Ratings,(3.536),https://untappd.com/brewery/205028,01/04/2020 10:21:33
Les Pères Fruit'art,Switzerland,Cidery,5 Beers,23 Ratings,(0),https://untappd.com/brewery/203782,01/04/2020 10:21:34
Fränzu-Bräu-Belp,Switzerland,Nano Brewery,8 Beers,23 Ratings,(0),https://untappd.com/brewery/199330,01/04/2020 10:21:34
La Gerboise,Switzerland,Nano Brewery,5 Beers,23 Ratings,(3.45),https://untappd.com/brewery/144902,01/04/2020 10:21:34
Gääbelihaini,Switzerland,Nano Brewery,8 Beers,22 Ratings,(0),https://untappd.com/brewery/426212,01/04/2020 10:21:35
La Fée Maltée,Switzerland,Nano Brewery,6 Beers,22 Ratings,(0),https://untappd.com/brewery/415954,01/04/2020 10:21:35
Hoppy Bär,Switzerland,Nano Brewery,1 Beer,22 Ratings,(3.955),https://untappd.com/brewery/412492,01/04/2020 10:21:36
Zum Braunen Mutz,Switzerland,Bar / Restaurant / Store,2 Beers,22 Ratings,(3.297),https://untappd.com/brewery/410496,01/04/2020 10:21:36
Berlibus,Switzerland,Nano Brewery,5 Beers,22 Ratings,(0),https://untappd.com/brewery/403412,01/04/2020 10:21:36
Four Elements Beer,Switzerland,Nano Brewery,9 Beers,22 Ratings,(0),https://untappd.com/brewery/375987,01/04/2020 10:21:37
Brauerei Schwÿz,Switzerland,Nano Brewery,11 Beers,22 Ratings,(0),https://untappd.com/brewery/344868,01/04/2020 10:21:37
Büffelbier,Switzerland,Nano Brewery,6 Beers,22 Ratings,(0),https://untappd.com/brewery/311428,01/04/2020 10:21:38
Element Brauerei AG,Switzerland,Nano Brewery,4 Beers,22 Ratings,(0),https://untappd.com/brewery/286690,01/04/2020 10:21:38
BrauLux,Switzerland,Nano Brewery,8 Beers,21 Ratings,(0),https://untappd.com/brewery/455920,01/04/2020 10:21:38
Palestine Grill,Switzerland,Bar / Restaurant / Store,1 Beer,21 Ratings,(3.024),https://untappd.com/brewery/442691,01/04/2020 10:21:39
Ägeribier,Switzerland,Nano Brewery,1 Beer,21 Ratings,(3.426),https://untappd.com/brewery/427643,01/04/2020 10:21:39
Tschifeler-Craft,Switzerland,Nano Brewery,9 Beers,21 Ratings,(0),https://untappd.com/brewery/42501,01/04/2020 10:21:40
Simply Bier,Switzerland,Nano Brewery,23 Beers,21 Ratings,(0),https://untappd.com/brewery/403834,01/04/2020 10:21:40
Butler 777,Switzerland,Nano Brewery,8 Beers,21 Ratings,(0),https://untappd.com/brewery/401776,01/04/2020 10:21:40
Büele Bräu,Switzerland,Nano Brewery,2 Beers,21 Ratings,(3.268),https://untappd.com/brewery/391250,01/04/2020 10:21:41
Ärlischbacher,Switzerland,Nano Brewery,4 Beers,21 Ratings,(3.359),https://untappd.com/brewery/384141,01/04/2020 10:21:41
Kleinbrauerei Felder,Switzerland,Micro Brewery,4 Beers,21 Ratings,(0),https://untappd.com/brewery/346220,01/04/2020 10:21:42
PlantaMed Bolliger,Switzerland,Cidery,8 Beers,21 Ratings,(0),https://untappd.com/brewery/335000,01/04/2020 10:21:42
Rieder Bier,Switzerland,Nano Brewery,4 Beers,21 Ratings,(3.109),https://untappd.com/brewery/333068,01/04/2020 10:21:43
Hoppy Hour,Switzerland,Nano Brewery,6 Beers,21 Ratings,(0),https://untappd.com/brewery/330810,01/04/2020 10:21:43
Patschiifig Bräu,Switzerland,Nano Brewery,5 Beers,21 Ratings,(3.467),https://untappd.com/brewery/313369,01/04/2020 10:21:43
les Combières,Switzerland,Nano Brewery,2 Beers,21 Ratings,(3.5),https://untappd.com/brewery/311104,01/04/2020 10:21:44
Harbour House,Switzerland,Bar / Restaurant / Store,1 Beer,21 Ratings,(2.893),https://untappd.com/brewery/310897,01/04/2020 10:21:44
Kreuzmühle,Switzerland,Nano Brewery,1 Beer,21 Ratings,(2.976),https://untappd.com/brewery/305116,01/04/2020 10:21:44
Seis Bier,Switzerland,Nano Brewery,5 Beers,21 Ratings,(3.396),https://untappd.com/brewery/275598,01/04/2020 10:21:45
Brauerei BrauArt,Switzerland,Nano Brewery,9 Beers,21 Ratings,(0),https://untappd.com/brewery/262677,01/04/2020 10:21:45
Sam's Bière Amicale,Switzerland,Nano Brewery,2 Beers,21 Ratings,(3.25),https://untappd.com/brewery/231308,01/04/2020 10:21:46
AnBrew,Switzerland,Nano Brewery,20 Beers,20 Ratings,(0),https://untappd.com/brewery/47992,01/04/2020 10:21:46
Schnuzz Brauerei,Switzerland,Nano Brewery,6 Beers,20 Ratings,(0),https://untappd.com/brewery/432390,01/04/2020 10:21:46
Murith,Switzerland,Nano Brewery,4 Beers,20 Ratings,(0),https://untappd.com/brewery/410415,01/04/2020 10:21:47
Brau-Art Dals Bofs,Switzerland,Nano Brewery,5 Beers,20 Ratings,(0),https://untappd.com/brewery/399833,01/04/2020 10:21:47
Barbarus Bäri-Bier,Switzerland,Nano Brewery,2 Beers,20 Ratings,(3.583),https://untappd.com/brewery/306633,01/04/2020 10:21:47
Annivia St-Luc,Switzerland,Nano Brewery,8 Beers,20 Ratings,(0),https://untappd.com/brewery/250782,01/04/2020 10:21:48
Aathaler Bräu,Switzerland,Nano Brewery,11 Beers,20 Ratings,(0),https://untappd.com/brewery/249195,01/04/2020 10:21:48
Brasserie de L'Annwn,Switzerland,Nano Brewery,8 Beers,20 Ratings,(0),https://untappd.com/brewery/233770,01/04/2020 10:21:49
Gentlemen Brewers,Switzerland,Nano Brewery,6 Beers,20 Ratings,(0),https://untappd.com/brewery/421611,01/04/2020 10:21:49
Wellsh Brewery,Switzerland,Nano Brewery,2 Beers,19 Ratings,(3.55),https://untappd.com/brewery/407937,01/04/2020 10:21:49
Brauerei Rossgrind,Switzerland,Nano Brewery,7 Beers,19 Ratings,(0),https://untappd.com/brewery/393987,01/04/2020 10:21:50
NOBOOB,Switzerland,Nano Brewery,7 Beers,19 Ratings,(0),https://untappd.com/brewery/393798,01/04/2020 10:21:50
Impulsion,Switzerland,Nano Brewery,9 Beers,19 Ratings,(0),https://untappd.com/brewery/363360,01/04/2020 10:21:50
Deux Casseroles,Switzerland,Nano Brewery,4 Beers,19 Ratings,(0),https://untappd.com/brewery/353908,01/04/2020 10:21:51
Brasserie des Ecureuils / Brâtherie Di Yèrdza,Switzerland,Nano Brewery,6 Beers,19 Ratings,(0),https://untappd.com/brewery/335761,01/04/2020 10:21:51
L'ancienne Gare Fribourg,Switzerland,Bar / Restaurant / Store,1 Beer,19 Ratings,(3.447),https://untappd.com/brewery/297838,01/04/2020 10:21:52
Hof Maran,Switzerland,Bar / Restaurant / Store,1 Beer,19 Ratings,(3.132),https://untappd.com/brewery/187867,01/04/2020 10:21:52
La Vie Est Bellege,Switzerland,Nano Brewery,3 Beers,18 Ratings,(0),https://untappd.com/brewery/456322,01/04/2020 10:21:52
Varius,Switzerland,Nano Brewery,3 Beers,18 Ratings,(3.091),https://untappd.com/brewery/435208,01/04/2020 10:21:53
Siegenthaler & Lüthy,Switzerland,Nano Brewery,5 Beers,18 Ratings,(0),https://untappd.com/brewery/419360,01/04/2020 10:21:53
Brauhaus Zum Verlorenen Hopfen,Switzerland,Nano Brewery,3 Beers,18 Ratings,(0),https://untappd.com/brewery/415903,01/04/2020 10:21:53
Buchser Landbier,Switzerland,Nano Brewery,4 Beers,18 Ratings,(0),https://untappd.com/brewery/406468,01/04/2020 10:21:54
Brauchon,Switzerland,Nano Brewery,3 Beers,18 Ratings,(3.458),https://untappd.com/brewery/401479,01/04/2020 10:21:54
BoFo-Bräu,Switzerland,Nano Brewery,2 Beers,18 Ratings,(3.074),https://untappd.com/brewery/395570,01/04/2020 10:21:54
Brauerei Berger,Switzerland,Nano Brewery,3 Beers,18 Ratings,(0),https://untappd.com/brewery/395382,01/04/2020 10:21:55
Brasserie Artisanale De Mies,Switzerland,Nano Brewery,9 Beers,18 Ratings,(0),https://untappd.com/brewery/391331,01/04/2020 10:21:55
Gässli-Bräu,Switzerland,Nano Brewery,2 Beers,18 Ratings,(3.412),https://untappd.com/brewery/370990,01/04/2020 10:21:56
High 5 Bier,Switzerland,Nano Brewery,6 Beers,18 Ratings,(0),https://untappd.com/brewery/365504,01/04/2020 10:21:56
The Sangal,Switzerland,Nano Brewery,4 Beers,18 Ratings,(0),https://untappd.com/brewery/364516,01/04/2020 10:21:56
UrPur,Switzerland,Nano Brewery,3 Beers,18 Ratings,(0),https://untappd.com/brewery/302683,01/04/2020 10:21:57
Knüxx,Switzerland,Nano Brewery,4 Beers,18 Ratings,(2.675),https://untappd.com/brewery/199299,01/04/2020 10:21:57
Stocha Bräu,Switzerland,Nano Brewery,5 Beers,18 Ratings,(0),https://untappd.com/brewery/193830,01/04/2020 10:21:58
Buff und Würmli Bier,Switzerland,Contract Brewery,14 Beers,17 Ratings,(0),https://untappd.com/brewery/449225,01/04/2020 10:21:58
Brau-Schüür,Switzerland,Nano Brewery,2 Beers,17 Ratings,(3.775),https://untappd.com/brewery/445378,01/04/2020 10:21:59
Milchhütte,Switzerland,Nano Brewery,9 Beers,17 Ratings,(0),https://untappd.com/brewery/411937,01/04/2020 10:21:59
Ciderfairy,Switzerland,Cidery,5 Beers,17 Ratings,(3.545),https://untappd.com/brewery/411405,01/04/2020 10:22:00
Gartengold,Switzerland,Cidery,1 Beer,17 Ratings,(3.309),https://untappd.com/brewery/403629,01/04/2020 10:22:00
ABAG - Association des Brasseurs Artisans de Genève,Switzerland,Nano Brewery,0 Beer,17 Ratings,(0),https://untappd.com/brewery/395582,01/04/2020 10:22:01
Kohldampf,Switzerland,Bar / Restaurant / Store,2 Beers,17 Ratings,(2.982),https://untappd.com/brewery/365318,01/04/2020 10:22:01
Brauwerkstatt Edelholz,Switzerland,Nano Brewery,1 Beer,17 Ratings,(3.662),https://untappd.com/brewery/350741,01/04/2020 10:22:01
Brauverein Xlinger,Switzerland,Nano Brewery,2 Beers,17 Ratings,(3.083),https://untappd.com/brewery/330386,01/04/2020 10:22:02
Volkshaus 1914,Switzerland,Bar / Restaurant / Store,1 Beer,17 Ratings,(3.485),https://untappd.com/brewery/310756,01/04/2020 10:22:02
Bro's Bräu,Switzerland,Nano Brewery,8 Beers,17 Ratings,(0),https://untappd.com/brewery/302677,01/04/2020 10:22:03
Hamlet,Switzerland,Nano Brewery,7 Beers,17 Ratings,(0),https://untappd.com/brewery/293898,01/04/2020 10:22:03
Mosterei Vetsch,Switzerland,Cidery,2 Beers,17 Ratings,(0),https://untappd.com/brewery/279266,01/04/2020 10:22:03
Bauschänzli,Switzerland,Bar / Restaurant / Store,1 Beer,16 Ratings,(3),https://untappd.com/brewery/87717,01/04/2020 10:22:04
Craftakt,Switzerland,Nano Brewery,5 Beers,16 Ratings,(0),https://untappd.com/brewery/453516,01/04/2020 10:22:04
Hügu Brauerei,Switzerland,Nano Brewery,8 Beers,17 Ratings,(0),https://untappd.com/brewery/451666,01/04/2020 10:22:05
Mundart Scuol,Switzerland,Regional Brewery,2 Beers,16 Ratings,(3.432),https://untappd.com/brewery/446933,01/04/2020 10:22:05
MashBrothers,Switzerland,Nano Brewery,2 Beers,16 Ratings,(0),https://untappd.com/brewery/383628,01/04/2020 10:22:05
Schlossbrauerei Nürensdorf,Switzerland,Nano Brewery,1 Beer,16 Ratings,(3.109),https://untappd.com/brewery/360601,01/04/2020 10:22:06
Brasserie du Tilleul,Switzerland,Nano Brewery,3 Beers,16 Ratings,(3.792),https://untappd.com/brewery/349965,01/04/2020 10:22:06
Thurtalbräu,Switzerland,Nano Brewery,5 Beers,16 Ratings,(0),https://untappd.com/brewery/338045,01/04/2020 10:22:07
Brauerei Riethof,Switzerland,Nano Brewery,3 Beers,16 Ratings,(0),https://untappd.com/brewery/205414,01/04/2020 10:22:07
Mise En Biere,Switzerland,Micro Brewery,3 Beers,15 Ratings,(0),https://untappd.com/brewery/455494,01/04/2020 10:22:07
Der Eigenbräudler,Switzerland,Nano Brewery,6 Beers,15 Ratings,(0),https://untappd.com/brewery/448137,01/04/2020 10:22:08
Sirius Beer,Switzerland,Nano Brewery,6 Beers,15 Ratings,(0),https://untappd.com/brewery/444948,01/04/2020 10:22:08
Hofbrauerei Springer,Switzerland,Nano Brewery,4 Beers,15 Ratings,(0),https://untappd.com/brewery/442973,01/04/2020 10:22:08
Rubolino Brauerei Hopfenfisch,Switzerland,Nano Brewery,1 Beer,15 Ratings,(3.267),https://untappd.com/brewery/437066,01/04/2020 10:22:09
Brauage du Garage à la Plage,Switzerland,Nano Brewery,6 Beers,15 Ratings,(0),https://untappd.com/brewery/416383,01/04/2020 10:22:09
La Ferme D'Ostende,Switzerland,Nano Brewery,5 Beers,15 Ratings,(0),https://untappd.com/brewery/380149,01/04/2020 10:22:10
Brasserie du Bois Rouge,Switzerland,Nano Brewery,2 Beers,15 Ratings,(3.462),https://untappd.com/brewery/363887,01/04/2020 10:22:10
HÄRTIBRÄU,Switzerland,Nano Brewery,8 Beers,15 Ratings,(0),https://untappd.com/brewery/325053,01/04/2020 10:22:10
Stirne Bräu,Switzerland,Nano Brewery,3 Beers,15 Ratings,(0),https://untappd.com/brewery/321086,01/04/2020 10:22:11
San Salvatore,Switzerland,Nano Brewery,9 Beers,15 Ratings,(0),https://untappd.com/brewery/311262,01/04/2020 10:22:11
Brädele Bräu,Switzerland,Nano Brewery,5 Beers,15 Ratings,(0),https://untappd.com/brewery/237513,01/04/2020 10:22:11
Brauverein Pfäffikon,Switzerland,Nano Brewery,2 Beers,14 Ratings,(0),https://untappd.com/brewery/71135,01/04/2020 10:22:12
Brasserie de la Grue,Switzerland,Nano Brewery,2 Beers,14 Ratings,(3.346),https://untappd.com/brewery/440438,01/04/2020 10:22:12
bantigerbier,Switzerland,Nano Brewery,7 Beers,14 Ratings,(0),https://untappd.com/brewery/430321,01/04/2020 10:22:13
Sauhofbräu,Switzerland,Nano Brewery,3 Beers,14 Ratings,(0),https://untappd.com/brewery/412736,01/04/2020 10:22:13
Galio,Switzerland,Nano Brewery,7 Beers,14 Ratings,(0),https://untappd.com/brewery/361214,01/04/2020 10:22:13
Gletscher Bräu,Switzerland,Nano Brewery,1 Beer,13 Ratings,(2.781),https://untappd.com/brewery/436558,01/04/2020 10:22:14
Braufux,Switzerland,Nano Brewery,3 Beers,13 Ratings,(0),https://untappd.com/brewery/434450,01/04/2020 10:22:14
Druid Brewing,Switzerland,Nano Brewery,5 Beers,13 Ratings,(0),https://untappd.com/brewery/431896,01/04/2020 10:22:14
Maihof,Switzerland,Nano Brewery,2 Beers,13 Ratings,(0),https://untappd.com/brewery/430707,01/04/2020 10:22:15
Meyer Family Bierfreunde,Switzerland,Nano Brewery,6 Beers,13 Ratings,(0),https://untappd.com/brewery/394713,01/04/2020 10:22:15
Amstutz,Switzerland,Cidery,1 Beer,13 Ratings,(3.223),https://untappd.com/brewery/387674,01/04/2020 10:22:16
Kleinbrauerei 9030,Switzerland,Nano Brewery,5 Beers,13 Ratings,(0),https://untappd.com/brewery/292401,01/04/2020 10:22:16
Kocher Bräu,Switzerland,Micro Brewery,4 Beers,13 Ratings,(0),https://untappd.com/brewery/174891,01/04/2020 10:22:16
Wale Bier,Switzerland,Nano Brewery,4 Beers,12 Ratings,(0),https://untappd.com/brewery/460136,01/04/2020 10:22:17
Wild Goats Brewery,Switzerland,Nano Brewery,1 Beer,12 Ratings,(3.583),https://untappd.com/brewery/447205,01/04/2020 10:22:17
Hard Labor Brew,Switzerland,Nano Brewery,4 Beers,12 Ratings,(0),https://untappd.com/brewery/444027,01/04/2020 10:22:17
Frice & Taylor,Switzerland,Bar / Restaurant / Store,1 Beer,12 Ratings,(2.188),https://untappd.com/brewery/438245,01/04/2020 10:22:18
Bierliebe & Friends,Switzerland,Bar / Restaurant / Store,3 Beers,12 Ratings,(0),https://untappd.com/brewery/436471,01/04/2020 10:22:18
Gotan,Switzerland,Nano Brewery,3 Beers,12 Ratings,(0),https://untappd.com/brewery/434448,01/04/2020 10:22:19
Safienbrauerei Rössli,Switzerland,Brew Pub,2 Beers,12 Ratings,(3.614),https://untappd.com/brewery/433807,01/04/2020 10:22:19
Burggütli-Bräu,Switzerland,Nano Brewery,5 Beers,12 Ratings,(0),https://untappd.com/brewery/433517,01/04/2020 10:22:20
Waldschlössli,Switzerland,Nano Brewery,2 Beers,12 Ratings,(0),https://untappd.com/brewery/411184,01/04/2020 10:22:20
SurbBach,Switzerland,Nano Brewery,7 Beers,12 Ratings,(0),https://untappd.com/brewery/386569,01/04/2020 10:22:20
Pro Beer,Switzerland,Nano Brewery,5 Beers,12 Ratings,(0),https://untappd.com/brewery/378156,01/04/2020 10:22:21
Chraft Biär,Switzerland,Nano Brewery,1 Beer,12 Ratings,(2.833),https://untappd.com/brewery/314971,01/04/2020 10:22:21
Les Bières Com,Switzerland,Nano Brewery,3 Beers,12 Ratings,(3.525),https://untappd.com/brewery/280074,01/04/2020 10:22:22
Bachtelbier,Switzerland,Nano Brewery,2 Beers,12 Ratings,(3.25),https://untappd.com/brewery/215695,01/04/2020 10:22:22
Les Divins Brasseurs,Switzerland,Brew Pub,3 Beers,12 Ratings,(0),https://untappd.com/brewery/185403,01/04/2020 10:22:23
Cormano Vini,Switzerland,Contract Brewery,1 Beer,12 Ratings,(2.958),https://untappd.com/brewery/148668,01/04/2020 10:22:23
Brasserie Tzaly,Switzerland,Nano Brewery,3 Beers,11 Ratings,(0),https://untappd.com/brewery/456620,01/04/2020 10:22:23
Kohler Bier,Switzerland,Regional Brewery,1 Beer,11 Ratings,(3.659),https://untappd.com/brewery/455202,01/04/2020 10:22:24
Lagerbier Vom Fass,Switzerland,Bar / Restaurant / Store,1 Beer,11 Ratings,(3.227),https://untappd.com/brewery/435827,01/04/2020 10:22:24
Magic Hop,Switzerland,Nano Brewery,4 Beers,11 Ratings,(0),https://untappd.com/brewery/430435,01/04/2020 10:22:25
Ämtler Brau,Switzerland,Nano Brewery,3 Beers,11 Ratings,(0),https://untappd.com/brewery/423230,01/04/2020 10:22:25
Höngger Sunne,Switzerland,Nano Brewery,3 Beers,11 Ratings,(0),https://untappd.com/brewery/417644,01/04/2020 10:22:26
Gasthofbrauerei Zum Löwen,Switzerland,Brew Pub,3 Beers,11 Ratings,(0),https://untappd.com/brewery/407024,01/04/2020 10:22:26
Stierbräu,Switzerland,Contract Brewery,2 Beers,11 Ratings,(0),https://untappd.com/brewery/395978,01/04/2020 10:22:27
Blüemlis Garagen Bräu,Switzerland,Nano Brewery,2 Beers,11 Ratings,(3.375),https://untappd.com/brewery/388893,01/04/2020 10:22:27
Flösserbräu,Switzerland,Nano Brewery,1 Beer,11 Ratings,(3.636),https://untappd.com/brewery/328471,01/04/2020 10:22:28
Heavenbrew,Switzerland,Nano Brewery,2 Beers,11 Ratings,(0),https://untappd.com/brewery/320244,01/04/2020 10:22:28
Ilanzer Bier,Switzerland,Nano Brewery,8 Beers,11 Ratings,(0),https://untappd.com/brewery/307941,01/04/2020 10:22:29
Brasserie du Gibloux,Switzerland,Nano Brewery,0 Beer,11 Ratings,(0),https://untappd.com/brewery/291046,01/04/2020 10:22:29
Herzog,Switzerland,Cidery,2 Beers,11 Ratings,(3.6),https://untappd.com/brewery/265324,01/04/2020 10:22:30
Fläsche,Switzerland,Nano Brewery,1 Beer,11 Ratings,(3.136),https://untappd.com/brewery/239436,01/04/2020 10:22:30
Illauer Brauer,Switzerland,Contract Brewery,2 Beers,11 Ratings,(0),https://untappd.com/brewery/134956,01/04/2020 10:22:31
Pfauenbier,Switzerland,Contract Brewery,0 Beer,11 Ratings,(0),https://untappd.com/brewery/10387,01/04/2020 10:22:31
Striker Beer,Switzerland,Contract Brewery,0 Beer,10 Ratings,(0),https://untappd.com/brewery/7974,01/04/2020 10:22:32
Foxys,Switzerland,Nano Brewery,1 Beer,10 Ratings,(3.72),https://untappd.com/brewery/449219,01/04/2020 10:22:32
Perle Bräu,Switzerland,Nano Brewery,3 Beers,10 Ratings,(0),https://untappd.com/brewery/439651,01/04/2020 10:22:32
Braugarten,Switzerland,Nano Brewery,2 Beers,10 Ratings,(0),https://untappd.com/brewery/428716,01/04/2020 10:22:33
"Diocèse De Lausanne, Genève Et Fribourg",Switzerland,Contract Brewery,2 Beers,10 Ratings,(0),https://untappd.com/brewery/411958,01/04/2020 10:22:33
Nicolas & Vincent Beltrami,Switzerland,Nano Brewery,3 Beers,10 Ratings,(0),https://untappd.com/brewery/405423,01/04/2020 10:22:34
Brasserie des Cailloux,Switzerland,Nano Brewery,4 Beers,10 Ratings,(0),https://untappd.com/brewery/308627,01/04/2020 10:22:34
Tüüfelsbräu,Switzerland,Nano Brewery,1 Beer,10 Ratings,(3.35),https://untappd.com/brewery/244706,01/04/2020 10:22:34
InfernoBräu,Switzerland,Nano Brewery,6 Beers,10 Ratings,(0),https://untappd.com/brewery/200620,01/04/2020 10:22:35
Brasserie De L’avenir,Switzerland,Micro Brewery,2 Beers,9 Ratings,(0),https://untappd.com/brewery/454329,01/04/2020 10:22:35
ÄUÄ Braumanufaktur,Switzerland,Nano Brewery,8 Beers,9 Ratings,(0),https://untappd.com/brewery/450400,01/04/2020 10:22:36
M14 Bräu,Switzerland,Nano Brewery,4 Beers,9 Ratings,(0),https://untappd.com/brewery/448647,01/04/2020 10:22:36
Brasserie des Vagabonds,Switzerland,Nano Brewery,1 Beer,9 Ratings,(0),https://untappd.com/brewery/446123,01/04/2020 10:22:37
R29,Switzerland,Nano Brewery,1 Beer,9 Ratings,(0),https://untappd.com/brewery/444222,01/04/2020 10:22:37
Malambo,Switzerland,Nano Brewery,3 Beers,9 Ratings,(0),https://untappd.com/brewery/442987,01/04/2020 10:22:37
Braustetter Craft,Switzerland,Nano Brewery,2 Beers,9 Ratings,(0),https://untappd.com/brewery/440648,01/04/2020 10:22:38
GetränkX KLG,Switzerland,Nano Brewery,1 Beer,9 Ratings,(0),https://untappd.com/brewery/437624,01/04/2020 10:22:38
SchmierBier,Switzerland,Nano Brewery,3 Beers,9 Ratings,(0),https://untappd.com/brewery/435230,01/04/2020 10:22:39
Dolphin Dentist,Switzerland,Nano Brewery,4 Beers,9 Ratings,(0),https://untappd.com/brewery/433378,01/04/2020 10:22:39
Falling Pine,Switzerland,Nano Brewery,3 Beers,9 Ratings,(0),https://untappd.com/brewery/433028,01/04/2020 10:22:40
Brauerei 5 vor 12i,Switzerland,Nano Brewery,5 Beers,9 Ratings,(0),https://untappd.com/brewery/428562,01/04/2020 10:22:40
Hof Allenwinden,Switzerland,Cidery,3 Beers,9 Ratings,(0),https://untappd.com/brewery/415901,01/04/2020 10:22:40
Durhône,Switzerland,Nano Brewery,1 Beer,9 Ratings,(0),https://untappd.com/brewery/411148,01/04/2020 10:22:41
Pioneer Beer,Switzerland,Nano Brewery,4 Beers,9 Ratings,(0),https://untappd.com/brewery/411120,01/04/2020 10:22:41
Verein Interessierter Bierbrauer (ViB),Switzerland,Nano Brewery,8 Beers,9 Ratings,(0),https://untappd.com/brewery/364003,01/04/2020 10:22:42
Casino Barriere,Switzerland,Bar / Restaurant / Store,1 Beer,9 Ratings,(0),https://untappd.com/brewery/362384,01/04/2020 10:22:42
Torkelbräu,Switzerland,Nano Brewery,6 Beers,9 Ratings,(0),https://untappd.com/brewery/357476,01/04/2020 10:22:43
Brasserie Moustache,Switzerland,Nano Brewery,12 Beers,9 Ratings,(0),https://untappd.com/brewery/348889,01/04/2020 10:22:43
Malzheimer,Switzerland,Nano Brewery,4 Beers,9 Ratings,(0),https://untappd.com/brewery/341191,01/04/2020 10:22:44
WBW (Widmer Bierspezialitäten Will),Switzerland,Nano Brewery,5 Beers,9 Ratings,(0),https://untappd.com/brewery/338428,01/04/2020 10:22:44
Sherlock Lounge,Switzerland,Bar / Restaurant / Store,1 Beer,9 Ratings,(0),https://untappd.com/brewery/335856,01/04/2020 10:22:45
